Clarity Score,Analyze EDA,Propose EDA Reason,Design Targeted EDA,Analyze EDA Reason,EDA,Design Targeted EDA Reason,Target,Targets,filename,Clarity Score reason,Propose EDA
1,False,内容は、ユーザーの感情状態に意図的に影響を与えたり操作したりするのではなく、生産効率と技術的正確性を向上させることを目的としています。,False,本論文は、システムと対話する際にユーザーが持つと期待される感情反応や経験を議論または分析していません。,,本論文は、設計要件の一部として意図的または明確に定義されたユーザーの感情反応を指定していません。作業の削減のために技術プロセス（アニメ線画の着色）を自動化することに焦点を当てており、ユーザーから特定の感情状態を引き出すことは目的としていません。,,,IPSJ-EC2024026.txt,本論文は具体的な感情ターゲットを示さず、ユーザーの感情に影響を与えるための戦略を議論していないため、EDAを主要なトピックとして扱っていません。,False
1,False,システムはユーザーの打撃技術や視覚機能の向上を目的としており，ユーザーの感情状態そのものを意図的に操作しようとしている記述は見受けられないため．,False,論文中には、テストプレイでのユーザの反応（「楽しい」「気持ちが良い」）に言及はあるが，それが設計段階であらかじめ期待される感情反応として明確に議論されているわけではないため．,,本研究は主に野球の打撃能力向上のための視覚的トレーニングシステムを提案しており、感情状態を明確にターゲットとして設計要件に盛り込んでいないため．,,プレイヤー,IPSJ-EC2024018.txt,EDAsが本稿の主要な議論対象ではなく，感情状態の操作や明確な感情ターゲットの設定が意図されていない．,False
2,False,このコンテンツは、ユーザーの動機状態に影響を与えることを目的としており、ゲーム化を通じて運動や楽しみを促進しようとしています（HoooPizzaアプリケーションで証明されています）。,False,この論文は、アプリケーションとユーザー行動（例えば、プレイや運動への意欲の向上）を説明し、動機などの要因について議論していますが、特定の感情反応に関する詳細な議論や定量的な目標は含まれていません。,,この論文は、ユーザーを動機付け、魅了する可能性のある新しいゲームコントローラーを説明していますが、特定の感情反応（達成感、解放感など）をコンテンツ設計の要件として明確に指定していません。,,ゲームプレイヤー,IPSJ-EC2024004.txt,この論文の主な焦点は、ゲームコントローラーとしてのConnected Hoopの技術的実装と応用に置かれています。ゲーム化と動機付けに言及されていますが、ユーザーの内部感情状態を明確に定義された設計目標にはしておらず、EDAsへの間接的な言及にとどまっており、明確で中心的な設計要素とはなっていません。,True
4,True,デザイン自体が、視聴者の感情状態、すなわち共同主体性や一体感（We-mode）を意図的に喚起することを目的としており、ユーザ自身の感情状態への影響を狙っている。,True,論文内では、We-mode の生起条件やその実現のために必要な要素について詳しく議論され、さらに実験で参加者の主観評価（共同制御感、共同貢献感）を通して感情体験が評価されている。,視聴者全員が『私たち』として達成感や配信者とのつながりを得ることができる;大規模 We-mode を生起させる;参加者全員がゲームに影響を与えたと感じることができ，達成感や配信者とのつながりを得ることができる,本論文では、ゲームデザインの狙いとして、視聴者全員が『私たち』として達成感や配信者とのつながりを得るという、明確な感情体験（We-mode）の創出が掲げられており、これはデザイン要件として明示されている。,,視聴者;ゲーム参加者,IPSJ-EC2024037.txt,We-modeの誘発をゲームの主要な目的とし、具体的な設計要件や実験による評価が行われているため、対象となる感情体験が明示的かつ中心的に取り扱われている。,True
4,True,このコンテンツは意図的にユーザーの感情状態に影響を与えることを目指しています。アバターの選択が、VRダンスパフォーマンス中のユーザーの緊張と羞恥の感情に直接影響を与えるようにデザインされています。,True,この論文では、どのような感情的反応が期待されるかについて詳しく議論しており、アバターの効果を評価するために質的（認知された緊張と羞恥に関する質問票）および量的な指標（ダンスゲームのスコア）を提供しています。,VRアバタを着用してダンスを踊る際に感じる緊張や羞恥;プロテウス効果により緊張や羞恥が軽減される;自身の外見からかけ離れたキャラクタのアバタを着用することで、そのキャラクタになりきっている感覚,この論文は、ユーザーの感情状態（特に、緊張と羞恥）が対象であることを明確に示しています。デザイン仮説は、自分の外見とは非常に異なるアバターを着用することで（プロテウス効果を活用して）、ユーザーはこれらの否定的な感情の軽減を体験するというものです。,,コンテンツユーザー（VRアバターの着用者 / ダンスパフォーマー）,IPSJ-EC2024024.txt,プロテウス効果を通じて緊張と羞恥を軽減することに焦点を当てることは、この論文の主要なトピックの一つであり、これらの感情状態は明確に定義され、実験デザインに統合され、明示的に測定されています。,True
2,False,このシステムは、ユーザーの体の動きによって引き起こされる特別な攻撃アニメーションなど、インタラクティブな視覚フィードバックを提供するように意図的に設計されています。そういう意味では、特定のムード（例えば、没入感のある感覚）を喚起することを目指しています。,False,論文では「より没入感のある体験」の提供のような要素が言及されていますが、ユーザーから期待される具体的な感情反応については詳細に論じていません。したがって、感情的な影響の徹底的な分析は行われていません。,より没入感のある体験を提供,この論文は、設計要件の一部として特定の感情反応（例えば、興奮、驚嘆、達成感などの明確な感情状態）を明確に指定していません。主に技術的機能性とインタラクティブな反応に焦点を当てており、正確な感情ターゲットを定義していません。,,コンテンツユーザー,IPSJ-EC2024056.txt,論文のインタラクティブなアプローチは、いくつかの感情的影響（例えば、没入感）が望ましいことを示唆していますが、明示的で明確に定義されたターゲット感情の欠如や、意図された感情反応の詳細な議論がないため、EDAはわずかにしか取り扱われていません。,True
4,True,The system aims to directly influence the user's haptic state using specific mechanisms such as air jets when enemy bullets hit the user's gun.,True,"The paper discusses in detail how the experience of 'feeling bullets being deflected' is presented, as well as the physical and emotional background (expressions in Westerns, comedies, etc.).",銃が弾かれる体験;銃が弾かれる感覚,"This paper is designed to provide users with a 'feeling of bullets being deflected' as a predetermined haptic feedback in the VR duel system, with the premise that players will definitely experience it.",,content user,IPSJ-EC2024109.txt,"The sensory experience as a central element of system design is explicitly stated, and it clearly describes what kind of haptic experience is targeted, resulting in a high level of clarity.",True
4,True,操作キャラクタの体力に伴う操作性の変化を通じて、プレイヤに意図的に瀕死感を与え、これが没入感にどのように影響するかを検証するという目的から、ユーザーの感情状態に直接影響を与える仕組みが提案されている。,True,論文では、瀕死感の提示がプレイヤの没入感に与える影響を実験（アンケートやインタビュー）を通して解析しており、どのような感情反応が狙われているかが記述されている。,キャラクタが死に近づいていく際にプレイヤが感じる感覚を『瀕死感』と定義する．;操作性の変化により、プレイヤは操作キャラクタが死に近づいていると感じる．,本研究では、キャラクタが死亡または戦闘不能に近づく際にプレイヤが感じる『瀕死感』を明確に定義し、ゲームシステム（操作性の変化）として設計要件に組み込んでいるため、ユーザー（プレイヤ）の感情状態に直接働きかける要素が明確に指定されている。,,プレイヤ,IPSJ-EC2024041.txt,EDAsとしての瀕死感の提示は、研究の中心テーマとして明示的に定義・設計され、実験によりその効果が議論されているため、非常に明瞭である。,True
3,True,提案システムは、ロボットの振る舞いを通じて会議参加者の感情状態、特に『緊張感の低減』と『自発的な発言』を引き出すことを狙っており、ユーザの感情状態に直接働きかけることを意図している。,True,論文中で、ロボットの動作により発言の少ない参加者が『話したい』と感じたり、発言の多い参加者に対しては無意識のうちに自分の発言の多さに気づかされるなど、具体的な感情や心理反応を期待している点が議論されている。,発言を促すことで，指名された人は発言の準備ができ，緊張感の少ない，ゆるやかなファシリテーションとなることを目指す;ロボットがあたかも話を聞きたがっているかのように振る舞い，自発的な発言のきっかけをつくる,本文では、会議参加者が厳密に指名される場合に生じる緊張感や心理的プレッシャーを回避し、自発的な発言を促すことを目的として、ロボットの動作（近づく・離れる）によるファシリテーションをデザインしている。これは、ユーザが感じるべき心理状態（例：安心感や緊張感の低減）が明確に設計要求として盛り込まれているため。,,会議参加者,IPSJ-EC2024093.txt,本稿は主としてファシリテーション手法の設計に焦点を当てているが、その中で参加者の心理状態（緊張感の低減、発言促進といった感情）の変化を明確に意図しており、EDAとしての要素が十分に議論されている。ただし、感情設計が主題として全面的に扱われるわけではないため、やや補助的な位置付けとなっている。,True
4,True,システムは、生成AIを用いてユーザに対しパーソナライズされた激励文を提供し、ユーザ自身の感情状態（励まされる、認められていると感じる）を deliberately 変化させることを目的としているため。,True,論文内では、実験評価を通じてユーザが激励文を受け取った際にどのような感情反応が生じたか（例：『自分の努力が理解され，評価されていると感じた』）が定性的に議論され、期待される感情体験が明示的に扱われているため。,ユーザの継続意欲を向上させる;モチベーションを高める;自分の努力が理解され，評価されていると感じた,論文では『ユーザの継続意欲を向上させる』ことが設計要求として明確に定義され、個々のユーザの努力に応じた激励文を生成することで、ユーザの感情状態（モチベーションや達成感）に直接影響を与えることを意図しているため。,,content user,IPSJ-EC2024086.txt,EDAsとしてのターゲット感情（継続意欲・モチベーション）がシステム設計の核心にあり、具体的なフィードバック例や実験評価が示されるなど、感情状態に及ぼす影響が明確に記述されている。,True
4,True,提案された方法は、チップの金額に基づいてコントローラーのトリガーの抵抗と深さを変えることによって、ユーザーの自らの感情状態に影響を与えることを意図しています。これにより、重量感、存在感、達成感などの感情を呼び起こすために、触覚的感覚を直接変化させます。,True,この論文は、どのような感情反応が期待されるかについて詳しく論じています。異なるトリガー抵抗設定がユーザーの貨幣価値の認識をどのように変えるか（例：抵抗が増すことでより多くの金を使っていると感じる）をカバーし、ユーザーフィードバック（例：「お金の重さを感じ投げている実感」、「達成感」）を記述しています。これは、ユーザーの感情状態への意図された影響を示しています。,お金を投げている感覚;達成感;お金の重さを感じ投げている実感,この論文は、チップを送り行う際に特定の触覚体験を呼び起こすべきことを明確に指定しています。具体的には、「お金を投げている感覚」と達成感などの関連する感情を含みます。この要求は、ユーザー体験を向上させるためにデザインに明確に設定されています。,,content user,IPSJ-EC2024076.txt,ターゲットとする感情反応はデザイン要件として明確に述べられ、ユーザーの感情に対する意図した影響は明示されており、この論文は期待される体験結果について詳細に論じています。これにより、EDAは作業の明確で中心的なトピックとなっています。,True
3,True,システム自体が、ユーザーの感覚状態（例：没入感や臨場感）を積極的に変化させることを狙って設計され、実際のVR体験の共有により現実的な身体的コミュニケーションや視覚的情報の提示を通じて、ユーザーの感情に直接影響を与えることを目的としている。,True,論文内では、例えば視聴ユーザーが‘空間への没入感’を強く感じるような提示方法、アバターと主観映像の同時提示による体験再現の手法など、どのような感情反応を期待しているかが具体的に示されており、その結果や課題も議論されている。,視聴者が空間への没入感を高く感じる;VR 体験の没入感を高めるため,本システムは、VR空間内での共有体験において、ユーザーが実際に体感できる‘没入感’や‘一体感’を意図的に高める設計になっている。特に、視点映像の提示方法や3Dアバターの動作制御を通して、ユーザーの空間認識や体験感情に直接働きかけているため、デザイン段階で感じてほしい感情反応が明確に設定されている。,,視聴ユーザー,IPSJ-EC2024100.txt,論文は主に技術的実現方法の提示が中心だが、同時にユーザーが受ける感情体験（没入感、臨場感）についても明示的に言及しており、感情変化への働きかけがデザイン要件の一部として組み込まれている。しかし、感情に関する議論は技術実現の補助的な立場にあるため、完全に深く掘り下げられてはいない。,True
1,False,システムはより自然でインタラクティブな演奏体験を提供することを目指しているが、その結果としてユーザーの感情をどのように変化させるかについては意図が明確に示されていない。,False,論文中でユーザーにどのような具体的な感情反応を引き起こすかについての議論はなく、技術的検討や実験結果の提示が中心となっている。,,本論文はシステムの技術的側面や合いの手生成に焦点を当てており、ユーザー（演奏者）の具体的な「感情状態」を明確に設計要件として定義していない。,,演奏者,IPSJ-EC2024073.txt,システムの開発や技術的課題、モデルの改善点が主なテーマであり、ユーザーの感情状態に直接作用する要素（EDA）として明確に扱っているとは言えない。,False
3,True,システムは、オンラインツアーにおいて従来の遠隔感を克服し、視聴者が自宅にいながらも実際のサファリの情景を臨場感たっぷりに体験できるよう、感情状態の変化（例：ワクワク感、現場の迫力）を直接狙っている。,True,論文内では、設計されたシステムがどのように『臨場感あふれる』オンラインツアー体験を提供し、実運用後のアンケート結果で視聴者の満足度や体験の評価が示されるなど、ユーザの感情に及ぼす影響について言及がある。,臨場感あふれるジャングルバスオンラインツアー;動物がエサを食べる瞬間を至近距離で撮影し，視聴者に配信できる,本システムは、利用者に『臨場感』や『間近で動物の行動を体感する』という体験を提供することを設計要件の中核として明記しているため、開発者が狙う感情（immersive experience）が明示されている。,,content user (視聴者),IPSJ-EC2024002.txt,本論文では、ユーザが得るべき感情体験として『臨場感』や『近接感』が設計上の要件として明示され、実施実験とアンケートでその評価にも言及しているため、EDAは主要な議題として扱われるが、感情表現の具体的な定義や測定方法については技術的側面とともに言及されている点から、主題としては明確であるもののやや技術依存に留まっている。,True
4,True,コンテンツ自体が現実世界とデジタル世界の連携を通して、プレイヤが直接体験し感じる『面白さ』や『没入感』などの感情変化を狙いとして設計されているため。,True,論文内では、映像や写真に対してプレイヤがどのような心情（例：『適度な納得感』、『意外な展開』）を得るのかが具体的に議論され、システムやマルチモーダルLLMの特性として説明されているため。,現実世界とデジタル世界のリンクが挙げられる．... プレイヤの没入感やイリュージョン感覚を高める;プレイヤの意図や工夫が反映される「納得感」と，時には「意外な展開」を生じさせることを目指す;プレイヤは『適度な納得感』を得る生成を実現し，多人数がリアルタイムに参加できるゲームデザインを構築した;より深い没入感と満足感を得ることができる,本稿では、ゲームデザインの中でプレイヤが得るべき具体的な感情（例：没入感、納得感、意外性、満足感など）が明示され、それらがコンテンツの設計要件に組み込まれているため。,,プレイヤ,IPSJ-EC2024013.txt,EDAsとして注目すべき感情（没入感、納得感、意外性など）が論文の中心的な設計要素として明確に扱われており、プレイヤの感情反応を強調しているため。,True
1,False,このコンテンツは、ユーザーの特定の感情状態に意図的に影響を与えたり誘発したりするのではなく、主観的印象のコミュニケーションとデータ収集を可能にすることを目的としています。,False,この論文では、プレイヤーが自分の印象や感覚知覚を共有する方法について論じていますが、コンテンツの使用によって意図的に引き起こされる期待される感情や感覚の反応（例：興奮、喜び、緊張などの定義された感情）を記述や分析していません。,,この論文では、デザイン要件の一部として、ターゲットとする感情や感覚の反応の明示的な仕様が含まれていません。それは、ユーザーの内部の感情状態の特定の変化を直接定義したりターゲットにしたりするのではなく、オノマトペを通じた視覚的テクスチャの共有知覚を促進することに焦点を当てています。,,,IPSJ-EC2024038.txt,ゲームや手法が、明確に定義された感情反応を主要なデザイン目標として設計された証拠はほとんどありません。焦点は、特定の感情状態を引き起こすことではなく、知覚的印象を注釈付けし共有することにあります。,False
4,True,デザイン自体が視聴者の内的体験、特に大規模な共同主体性（We-mode）や達成感、連帯感の誘発を目指しており、ユーザーの感情状態に直接働きかけるメカニズムとして設計されているから。,True,論文内では、視聴者が集合的に『私たち』として行動することによって得られる達成感や配信者とのつながりといった感情体験（We-mode）について、その生起条件や実験結果に基づいて詳細に議論されており、どのような感情が誘発されるか明確に述べられている。,視聴者全員が『私たち』として達成感や配信者とのつながりを得ることができる;視聴者が多人数であっても We-mode を生起させるゲーム,本研究では、ゲーム参加中の視聴者が個別の意思ではなく『私たち』として、一体感・達成感・配信者とのつながりを感じるように意図的にデザインされており、これらの感情状態がデザインの初期段階から具体的に設定されているため。,,視聴者（コンテンツ参加者）,IPSJ-EC2024037.txt,論文はWe-modeという概念を中核に据え、視聴者の感情状態（達成感、連帯感、共同主体性）を明確に定義し、それを実現するためのデザインおよび実験検証まで詳細に記述しているため、EDAが本研究の主要テーマとして明確に示されている。,True
4,True,実験のセットアップは、ユーザーのアバターを意図的に変更して（プロテウス効果を活用し）、パフォーマンスに対するユーザーの感情状態に影響を与え、特に緊張や羞恥を軽減することを目的としています。,True,この論文では、異なるアバター（例えば、キャラクター対標準）が緊張や羞恥の感情にどのように影響を与えると予想されるかについて詳細に議論し、これらの感情的反応を測定する方法（質問票やゲームの得点）を概説しています。,アバタを着用してダンスを踊る際に感じる緊張や羞恥の影響;そのキャラクタになりきっている感覚がダンスを踊る際に感じる緊張や羞恥に及ぼす影響を検証する,この論文の実験は、ユーザーがVRでダンスを行う際に経験する緊張（tension）や羞恥（shame）という否定的な感情をターゲットにし、軽減することを明示的に目的として設計されています。これらの感情的反応は、デザイン要件の一部として特定され、測定されます。,,コンテンツユーザー,IPSJ-EC2024024.txt,EDAはこの論文の明確で中心的なテーマであり、期待される感情状態の変化（緊張や羞恥）を測定することに焦点を当てるだけでなく、VR体験のデザイン選択を通じてそれらに意図的に影響を与えることにも焦点を当てています。,True
1,False,システムはインタラクティブであり、偶然に没入感やエンゲージメントを引き起こす可能性はありますが、ユーザーの感情状態に明確に影響を与えるようには意図的に設計されていません。,False,この論文は特定の期待される感情反応について議論または分析しておらず、コンテンツがユーザーの感情にどのように影響するかではなく、技術的なシステムの実装とパフォーマンス評価に焦点を当てています。,,この論文は、設計要件において明確な感情的反応を指定していません。インタラクティブなデジタルアート体験を創出することを目的としていますが、目指す感情状態を明確に定義していません。,,コンテンツユーザー,IPSJ-EC2024056.txt,この論文の主な焦点は、インタラクティブなプロジェクションマッピングシステムの技術的な開発と性能にあります。感情的または感情反応（EDA）に関連する側面は明示的に定義されておらず、詳細に議論もされていません。,False
4,True,システムは、模擬弾の衝撃に応じて空気を噴出することで触覚体験を誘発するよう意図的に設計されており、ユーザーの感情状態に意図的に影響を与えています。,True,この論文では、ターゲットとされる感覚を喚起するために期待されるメカニズム（サーボモーターによる空気注入、発射方向の調整など）について詳しく説明されており、それらが意図されたユーザー体験に明示的に結び付けられています。,銃が弾かれる体験;弾かれる感覚を提示する;空気を噴射することで、銃が弾かれる感覚を提示する,この論文は、銃が弾かれる感覚という意図された感情をシステムのデザインの一部として明示的に定義しています。この感覚はオプションとして提示されるのではなく、固有の、明確に指定された要件として提示されています。,,コンテンツユーザー,IPSJ-EC2024109.txt,銃が弾かれる感覚はプロジェクトの中心テーマです。デザイン、そのメカニズム、および意図された触覚フィードバックが明確に説明されており、論文の焦点を形成しています。,True
4,True,実験の目的自体が、プレイヤが操作中に感じる『瀕死感』によって没入感などの心的体験に影響を与えるかを調査することで、ユーザーの感情状態への直接的な介入が意図されている。,True,実験ではアンケートやインタビューを通じて、操作性の変化が『瀕死感』としてどのような感情体験を引き起こすかが評価・議論されているため、狙った感情反応について詳細に分析している。,キャラクタが死に近づいていく際にプレイヤが感じる感覚を『瀕死感』と定義する．;操作性の低下は，プレイヤの操作キャラクタに対する瀕死感の知覚に影響を与え，操作性が悪化するほど，瀕死感を強く感じる傾向にあると考察できる．,論文では操作キャラクタの体力減少に応じた操作性の変化を用いて、『瀕死感』という具体的な感情体験を意図的に誘発することを明記しており、開発者がその体験を明確に定義しているため。,,プレイヤ,IPSJ-EC2024041.txt,『瀕死感』という体験が論文内で明確に定義され、操作性の変化を通じてその感情がどのように引き起こされるかが中心的なテーマとして示されているため、EDAとしての主題は非常に明確。,True
3,True,ロボットの動きで直接的に参加者の感情状態（例：緊張の軽減、発言の促進）に働きかけ、ファシリテーションの効果を高めることを目的としているため。,True,論文内では、ロボットが近づいたり離れたりする動作を通じて、参加者の発言意欲や心理的負担（緊張感、プレッシャー）の変容が期待されると具体的なシナリオで議論しているため。,発言の少ない参加者にあたかも話を聞きたがるように近づく．これにより，緊張感を生じさせずに自発的な発言を促す;ゆるやかなファシリテーションとなることを目指す,本稿では、参加者に緊張感を与えずに自発的な発言を促すことを狙い、ロボットの動作を介して安心感やリラックスなどの心理状態の変化を誘発するように設計されているため。,,会議参加者;発言の少ない参加者,IPSJ-EC2024093.txt,感情の変化（緊張感の軽減、自発的発言促進）がデザイン要件に組み込まれており、狙いも明確だが、具体的な感情状態の詳細な定義はやや抽象的であるため。,True
4,True,このシステムは、ユーザーの内部状態に影響を与えることを明示的な目的として構築されており、理解され鼓舞されているというようなポジティブな感情を喚起するフィードバックを提供することによって、ユーザーのモチベーションに直接影響を与えます。,True,この論文では、生成された励ましのメッセージがユーザーの気分やモチベーション状態に期待される効果について論じており、これらの効果を検証するために定性的分析でユーザーの反応を評価しています。,ユーザの継続意欲を高める;モチベーションを高めることを目的としている;日々の執筆の継続を支援する,この論文は、システムが個々の努力と成果に基づいてパーソナライズされた励ましのメッセージを提供することにより、ユーザーのモチベーションを高めるように設計されていることを明示的に示しています。意図された感情反応（例えば、モチベーションや持続性の向上）は、設計要件として明確に定義されています。,,content user,IPSJ-EC2024086.txt,モチベーションフィードバックの生成とそのユーザーの感情への影響は、論文の核心を構成しています。メカニズムとターゲット感情反応は明確かつ意図的に扱われており、EDAの焦点を明示的かつ中央にしています。,True
4,True,提案手法は、トリガーの抵抗制御を通じて金額に応じた触感を提示し、ユーザの体験を直接変化させることを狙っており、ユーザの感情状態（例えば、お金の重さや達成感）に意図的に働きかける仕組みとなっている。,True,論文中では実験およびアンケート結果を通して、抵抗の有無や強度がユーザに与える感覚（例：『お金を投げている感覚』、『達成感』、さらには躊躇いなど）が詳細に議論され、期待されるユーザの心理的反応が明示されている。,お金を投げている感覚;達成感;お金の重さを感じ投げている実感があって楽し い;貢いでいる感覚があって嬉しい,本研究では、投げ銭時にユーザが感じる『お金を投げている感覚』や『達成感』などの心理的・触覚的反応を明確なデザイン要件として定め、その指標（抵抗の始まる位置、押下深度、力の変化）を設定しているため、対象の感情が明示的に定義されている。,,視聴者;ユーザ,IPSJ-EC2024076.txt,EDAsとして狙っているユーザの感覚体験が設計要件および実験結果として具体的に記述され、主要なテーマとして一貫して扱われているため、明瞭度は非常に高い。,True
3,True,システムは、単なる映像伝達に留まらず、VR空間での視聴体験を通じて利用者の内面的な感覚、特に没入感を積極的に変化させようと意図して設計されているため。,True,本文中では、主観映像の提示方法の改良や、視聴者がどのようにモニター映像や3Dアバターの動作によって没入感が変化するかについて詳細に議論され、実験結果や改善点を通じて利用者の感情体験（例：疲労感やアバターの存在感への反応）も分析されている。,視聴者が空間への没入感を高く感じる;主観映像を提示することでVR体験の共有と没入感の向上を目指す,本論文では、VR体験の共有において視聴者が感じる「没入感」を高めることを狙いとしており、視聴者の体験（例：『視聴者が空間への没入感を高く感じる』）を明示的な設計目標の一つにしているため。,,視聴ユーザー,IPSJ-EC2024100.txt,論文は没入感をはじめとする感情体験を設計および評価の対象として明示しているが、EDAsとしての定義や仕様に対する記述は専門的な感情表現の定義には及ばないため、主題としては中心でありつつも若干の曖昧さが残る。,True
1,False,システムの目的は『より人間らしく，インタラクティブな演奏体験』を提供することであるが、これは漠然とした体験向上の意図であり、感情状態に直接働きかける具体的な仕様として設計要求に落とし込まれていない。,False,論文中ではシステムがどのような感情応答を引き起こすかについての詳細な議論や、具体的な感情状態に関する記述は見受けられない。,,本論文はジャムセッションにおける合いの手自動生成システムの技術的側面を中心に述べており、ユーザー（ミュージシャン）が得るべき具体的な感情状態（例：喜び、感動、安心感など）について、明確かつ一義的に定義されていない。,,ミュージシャン,IPSJ-EC2024073.txt,技術的な課題やシステムのアーキテクチャの説明が中心で、ユーザーにどのような感情変化を与えるかという点が明示的に議論されていないため、EDAとしての要素は見当たらない。,False
3,True,システムは、映像や操作方法（例えば、片手操作可能なコントローラやカメラの角度プリセットなど）を通じ、利用者に直接『臨場感』やリアルな体験感を与えることを狙っており、その結果、ユーザー自身の感情状態に意図的な影響を与える仕組みとなっているため。,True,論文内では、システムを用いたオンラインツアーの実運用や視聴者アンケート結果を通じて、利用者がどのような体験や感情（例：臨場感・没入感）を得るかについての議論が行われているため。,臨場感あふれるジャングルバスオンラインツアー;視聴者に臨場感がある映像を提供できる,本研究では、システム設計の中で『臨場感あふれるジャングルバスオンラインツアー』という体験を実現するために、エサやりの瞬間を至近距離で撮影し、カメラのPTZ操作などを通じて使用者が没入感を得られるように明確に仕様として定めているため。,,視聴者;オンラインツアー参加者,IPSJ-EC2024002.txt,EDAsとしての『臨場感』などの体験価値が設計要求の中核に位置づけられ、ユーザの体験評価（アンケートなど）でもその狙いが反映されているものの、技術的な設計詳細に重点が置かれているため、EDAの議論は明確な主題ではあるがやや不明瞭な部分もある。,True
4,True,ゲームシステム自体が直接ユーザの没入感、満足感、そして予測可能性と意外性のバランスを通じた感情変化を促すように構成されており、ユーザの感情状態に意図的に働きかけることが目的とされている。,True,論文内で、具体的な感情反応（例：「適度な納得感」、「意外な展開」、「没入感」、「満足感」）がどのように得られるか、またシステムがそれらをどのように引き出すかについて詳述されている。,プレイヤの没入感やイリュージョン感覚を高める;適度な納得感;意外な展開;より深い没入感と満足感,本稿では、デジタルと現実世界の連携を通じて、ユーザが『適度な納得感』や『意外な展開』といった感情を直接体感することを狙っており、これらは明示的に設計要件として記述されているため。,,content user;プレイヤ,IPSJ-EC2024013.txt,EDAsとしての感情変化が『ピクチャーハンター II』の設計の中核に位置付けられており、主要な感情要素が具体的なキーワード（例：適度な納得感、意外な展開、没入感、満足感）として明確に示されている。,True
1,False,このコンテンツは、ユーザー自身の感情状態に直接影響を与えることを目的としていません。主な目標は、プレイヤー間で感覚的印象の表現を収集・比較し、より良い相互理解を促進することです。,False,この論文は、コンテンツが呼び起こすと期待される意図された感情反応について議論や分析を行っていません。オノマトペ的表現の言語的特徴と変動性の評価に中心を置いています。,,この論文は、デザイン要件として明確にターゲットとされた感情状態を指定していません。焦点は、特定のユーザーの感情を意図的に呼び起こすのではなく、オノマトペを介して主観的な印象の共有を促進することにあります。,,,IPSJ-EC2024038.txt,デザインにおけるターゲットとされた感情反応についての明示的な言及がないため、ユーザーの感情を操作するメカニズムは定義されておらず、EDAに関する明確度スコアは最小限となっています。,False
4,True,ゲームデザイン自体が意図的に視聴者の感情状態（We-mode、すなわち共同行為から得られる達成感や一体感）を生起させることを目指しており、感情変化を誘発する仕組みが組み込まれている。,True,論文内で、視聴者が多人数で参加しても『私たち』として一体感や達成感、配信者とのインタラクションを感じる設計であることを実験結果・議論を通して詳細に分析しているため。,視聴者全員が「私たち」として達成感や配信者とのつながりを得ることができる;全員が一体となって入力を行い、共同行為としてのWe-modeを生起させる,本論文は、視聴者がゲーム参加を通じて『私たち』としての一体感、達成感、配信者とのつながりを得ることを明確にデザイン要件としており、そのためのゲームメカニズム（例：ステージ回転の入力に基づく協調行動）が詳細に説明されているため。,,視聴者,IPSJ-EC2024037.txt,EDAsは本研究の主要な設計ターゲットの一つであり、具体的な感情反応（達成感、連帯感、一体感）が明確に設定され、実験や議論を通してその効果について説明されているため。,True
4,True,アバタの外見変化（特に版権アバタ）が、ユーザの身体所有感や変身感を高めることで、緊張や羞恥といった感情に直接的な影響を及ぼし、これらの感情状態を軽減することを意図している。,True,論文では、実験手法としてアンケート項目およびダンスゲームのスコア評価を用いて、実際に着用するアバタによる緊張や羞恥の変化を定性的・定量的に検証することが議論されており、どのような感情反応が引き起こされるかを詳細に分析している。,VRアバタを着用してダンスを踊る際の緊張や羞恥の影響の検証;着用することで緊張や羞恥が軽減されれば，ダンス中に緊張や羞恥を気にせずに授業に意欲的に取り組むことができる方法の1つとなりえる,本研究では、VR空間でのダンス実験において、ユーザが感じる『緊張』と『羞恥』という具体的な感情状態を、プロテウス効果に基づいて変化させることが明示的に設計要件として設定されている。,,content user,IPSJ-EC2024024.txt,EDA（緊張や羞恥の軽減）は本研究の中心テーマであり、その対象感情が実験設計、評価方法ともに明確に規定され、内容として強調されているため。,True
2,False,システムはユーザーの動きに反応し映像を変化させることで、体験のインタラクティブ性や没入感の向上を図っているため、ユーザーの感情状態に影響を与える狙いはあるといえる。,False,論文内では、システムを用いることによって得られる感情的な体験（例えば『より没入感のある体験』）に触れているが、どの感情を具体的にどのように引き出すかについては詳細な議論がなされていない。,より没入感のある体験を提供し,本論文は技術的なシステム構築やインタラクションの実現に重きを置いており、ユーザーに与えるべき具体的な感情（例：没入感など）を明示的に、かつ一義的に定義していないため、設計要件としての感情反応が不明瞭である。,,コンテンツユーザー,IPSJ-EC2024056.txt,EDAsとして明確にユーザーに与える感情反応がデザイン要件に定義されておらず、またその分析や議論も十分ではないため、EDAsとしては主要なテーマとはなっていない。,True
